trade_index,equity
0,100.0
1,108.82540983606557
2,116.88969555035129
3,117.73599989817737
4,130.16421418389166
5,135.03265574233322
6,140.876439526117
7,145.74488108455856
8,133.74488108455856
9,130.74488108455856
10,127.74488108455856
11,135.05842947165533
12,128.05842947165533
13,126.05842947165533
14,137.65342947165533
15,122.65342947165533
16,106.65342947165533
17,90.65342947165533
18,95.060096138322
19,116.980096138322
20,134.900096138322
21,149.52152470975057
22,137.52152470975057
23,133.52152470975057
24,156.85607016429603
25,143.85607016429603
26,130.85607016429603
27,117.85607016429603
28,124.60703790623151
29,133.37989504908865
30,152.06156171575532
31,171.59441885861247
32,191.12727600146962
33,226.96727600146963
34,270.80727600146963
35,247.80727600146963
36,224.80727600146963
37,216.80727600146963
38,194.80727600146963
39,177.80727600146963
40,170.80727600146963
41,163.80727600146963
42,157.80727600146963
43,155.80727600146963
44,153.80727600146963
45,142.80727600146963
46,131.80727600146963
47,126.80727600146963
48,125.80727600146963
49,116.80727600146963
50,107.80727600146963
51,112.51416124737128
52,116.25234306555309
53,130.254448328711
54,144.74626651052918
55,154.05626651052918
56,131.05626651052918
57,140.3262665105292
58,150.07420768699978
59,161.36983268699979
60,164.0263844111377
61,179.44740136029026
62,192.3502585031474
63,193.54504111184303
64,211.38004111184304
65,180.38004111184304
66,183.03659283598097
67,186.32600460068684
68,191.15966313727222
69,194.50012825355128
70,197.14490098082402
71,213.45973969050144
72,231.29473969050144
73,248.3571987068949
74,253.42837517748313
75,247.42837517748313
76,257.6127501774831
77,251.61275017748312
78,227.61275017748312
79,212.61275017748312
80,260.5182047229377
81,294.7455731439903
82,250.74557314399033
83,253.16557314399031
84,254.43234733753872
85,283.4159837011751
86,304.7940482173041
87,259.7940482173041
88,214.79404821730412
89,296.1340482173041
90,268.1340482173041
91,246.1340482173041
92,239.1340482173041
93,232.1340482173041
94,212.1340482173041
95,192.1340482173041
96,172.1340482173041
97,180.90690536016123
98,186.51417808743395
99,194.22468656201022
100,176.22468656201022
101,163.22468656201022
102,150.22468656201022
103,159.91207786635806
104,172.27681470846332
105,197.1368147084633
106,224.36045107209966
107,199.36045107209966
108,195.36045107209966
109,172.36045107209966
110,162.36045107209966
111,144.36045107209966
112,134.36045107209966
113,138.81268987806982
114,143.26492868403997
115,148.39930368403998
116,157.7234213310988
117,144.7234213310988
118,140.7234213310988
119,136.7234213310988
120,143.56705769473515
121,150.02531856430036
122,157.75531856430035
123,170.69467340301003
124,186.06967340301003
125,200.58538768872432
126,217.93403175652094
127,237.6729603279495
128,254.02750578249496
129,283.0111421461313
130,309.6311421461313
131,325.7364362637784
132,298.7364362637784
133,276.7364362637784
134,254.7364362637784
