trade_index,equity
135,249.7364362637784
136,261.03206126377836
137,271.81206126377833
138,288.5920612637783
139,261.5920612637783
140,263.73271343769136
141,301.0960467710247
142,331.2925984951626
143,282.2925984951626
144,233.29259849516262
145,206.29259849516262
146,194.29259849516262
147,203.85646946290456
148,222.30646946290454
149,247.47646946290456
150,263.6464694629046
151,288.8164694629046
152,261.8164694629046
153,234.8164694629046
154,258.15331156816774
155,279.53137608429677
156,256.53137608429677
157,237.53137608429677
158,254.0054744449525
159,233.0054744449525
160,253.80754341046975
161,271.24754341046975
162,289.4867237383386
163,317.1160457722369
164,329.15903278522387
165,282.15903278522387
166,235.15903278522387
167,248.24266914886024
168,252.33818639023954
169,269.62727729933044
170,286.9163682084214
171,279.9163682084214
172,242.91636820842137
173,272.6387211495978
174,249.6387211495978
175,244.6387211495978
176,255.31452760121073
177,268.7545276012107
178,247.75452760121073
179,214.75452760121073
180,269.50361851030164
181,294.10361851030166
182,287.10361851030166
183,260.10361851030166
184,276.02018101030166
185,300.14296789554754
186,293.14296789554754
187,271.14296789554754
188,249.14296789554754
189,245.14296789554754
190,241.14296789554754
191,237.14296789554754
192,234.14296789554754
193,225.14296789554754
194,216.14296789554754
195,206.14296789554754
196,218.58928368502123
197,186.58928368502123
198,213.8129200486576
199,207.8129200486576
200,179.8129200486576
201,175.8129200486576
202,165.8129200486576
203,162.8129200486576
204,159.8129200486576
205,198.2429200486576
206,224.24508221081976
207,203.24508221081976
208,182.24508221081976
209,189.66151078224834
210,197.46484411558168
211,239.4435397677556
212,217.4435397677556
213,195.4435397677556
214,221.9229147677556
215,238.0929147677556
216,252.7853028274571
217,266.0857376100658
218,244.0857376100658
219,212.0857376100658
220,233.86679024164474
221,244.05679024164473
222,254.71107595593045
223,216.71107595593045
224,233.7735349723239
225,254.9746064008953
226,280.47391674572293
227,238.47391674572293
228,215.47391674572293
229,201.47391674572293
230,188.47391674572293
231,175.47391674572293
232,179.18921086337
233,234.08442825467432
234,212.08442825467432
235,194.08442825467432
236,206.4496663499124
237,219.98196143187963
238,230.72923415915236
239,209.72923415915236
240,203.72923415915236
241,220.21554994862603
242,257.78554994862606
243,233.78554994862606
244,209.78554994862606
245,213.21202053686136
246,213.61991527370347
247,181.61991527370347
248,168.61991527370347
249,157.61991527370347
250,148.61991527370347
251,141.61991527370347
252,146.07215407967362
253,159.5655439101821
254,172.4805439101821
255,147.4805439101821
256,122.48054391018209
257,108.48054391018209
258,94.48054391018209
259,97.87113214547621
260,101.79113214547621
261,98.79113214547621
262,105.78017976452384
263,106.1886904028217
264,111.39091262504392
265,162.22841262504392
266,147.22841262504392
267,153.94841262504391
268,149.94841262504391
269,146.94841262504391
270,143.94841262504391
271,141.94841262504391
272,154.95194203680862
273,147.95194203680862
274,143.95194203680862
275,139.95194203680862
276,156.2469420368086
277,154.2469420368086
278,150.2469420368086
279,158.6578511277177
280,171.02308922295578
281,166.02308922295578
282,152.02308922295578
283,138.02308922295578
284,144.25622355131398
285,147.42122355131397
286,149.74570630993466
287,163.8816385133245
288,166.2325476042336
289,170.88143649312246
290,175.17802185897614
291,194.18587900183329
292,230.0258790018333
293,225.0258790018333
