trade_id,zone_id,reason,entry_time,entry_odds,ttr_minutes,distance_usd
1079,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:02:10.582492+00:00,0.64,2.823819483333333,43.10599999999977
1081,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:06:51.037597+00:00,0.71,3.1495515000000003,54.26613824767992
1082,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:07:11.088619+00:00,0.77,2.8153680166666666,66.38613824767526
1083,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:07:21.111285+00:00,0.81,2.6483190666666667,68.49613824767584
1084,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:07:51.180166+00:00,0.76,2.147179033333333,85.64613824768458
1085,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:08:01.204860+00:00,0.76,1.98008685,85.64613824768458
1086,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:08:21.252076+00:00,0.84,1.64595825,89.47613824767177
1087,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:11:01.428251+00:00,0.39,3.9763574166666666,9.061215988258482
1088,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:16:21.964411+00:00,0.5,3.6340939833333334,8.063129348840448
1089,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:21:02.411222+00:00,0.2,3.959972666666667,26.053670000008424
1093,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:37:54.053394+00:00,0.44,2.09926485,16.9425400418113
1094,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:42:24.413011+00:00,0.36,2.59326255,25.078894968886743
1097,D2,DEATH_ZONE,2026-04-29 02:47:24.862024+00:00,0.1,2.585783,51.84604473593936
1098,D2,DEATH_ZONE,2026-04-29 02:48:04.946430+00:00,0.06,1.9177197333333333,51.84604473593936
1099,D2,DEATH_ZONE,2026-04-29 02:48:14.968635+00:00,0.07,1.7506871333333334,51.84604473593936
1101,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:52:15.269319+00:00,0.68,2.74566995,43.74690815253416
1102,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:52:35.313766+00:00,0.64,2.41159485,40.78690815254231
1103,D5,DEATH_ZONE,2026-04-29 02:56:45.595762+00:00,0.36,3.2402313333333335,29.27946114819497
1104,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:57:05.638419+00:00,0.31,2.9061883166666664,32.62946114820079
1105,NEUTRAL,NEUTRAL_ZONE,2026-04-29 02:57:15.660629+00:00,0.6,2.7391463666666667,32.62946114820079
1108,D3,DEATH_ZONE,2026-04-29 03:07:16.489501+00:00,0.19,2.7253233,47.17253449191048
1109,D3,DEATH_ZONE,2026-04-29 03:07:46.554683+00:00,0.15,2.224267133333333,54.8125344919099
1110,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:11:36.842963+00:00,0.77,3.3861237333333336,57.067636859064805
1115,A8,MAX_POSITIONS,2026-04-29 03:21:37.716001+00:00,0.63,3.371574416666667,56.77025062018947
1116,A8,MAX_POSITIONS,2026-04-29 03:21:47.737235+00:00,0.65,3.20454245,51.980250620195875
1117,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:22:17.797244+00:00,0.74,2.703542633333333,52.79525062018365
1118,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:22:27.817030+00:00,0.65,2.536555466666667,42.42025062018365
1119,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:22:47.866109+00:00,0.73,2.202390483333333,44.805250620192965
1120,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:22:57.886899+00:00,0.76,2.035377066666667,54.765250620184815
1121,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:23:17.924265+00:00,0.9,1.7014272166666666,75.54525062018365
1122,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:26:08.098575+00:00,0.33,3.86518975,2.0599999999976717
1123,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:26:28.150500+00:00,0.43,3.5309906,10.02499999999418
1126,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:36:19.071899+00:00,0.71,3.6823079,50.522410885154386
1127,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:41:59.598611+00:00,0.38,3.006870683333333,3.421161620761268
1128,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:42:29.664928+00:00,0.84,2.5057622,79.75116162074846
1129,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:42:39.688851+00:00,0.81,2.33868715,81.2011616207601
1130,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:43:09.756391+00:00,0.73,1.8375703166666668,48.871161620743806
1131,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:43:19.778844+00:00,0.62,1.6705327166666666,48.40116162074264
1132,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:43:29.804327+00:00,0.73,1.5034476666666667,53.55616162075603
1133,D2,DEATH_ZONE,2026-04-29 03:48:10.228644+00:00,0.11,1.82968675,34.28900000000431
1134,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:51:00.429247+00:00,0.28,3.9930692833333334,10.184037867948064
1135,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:51:50.549136+00:00,0.21,3.15768755,19.834037867956795
1136,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:53:20.780200+00:00,0.13,1.6538270666666668,25.924037867953302
1137,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:56:31.012479+00:00,0.19,3.4832818166666666,13.8046489184635
1138,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:56:41.040026+00:00,0.16,3.3161593333333332,29.084648918462335
1140,NEUTRAL,NEUTRAL_ZONE,2026-04-29 03:58:11.259563+00:00,0.45,1.812520583333333,9.615351081534754
1144,D2,DEATH_ZONE,2026-04-29 04:18:23.274920+00:00,0.08,1.6122574666666667,54.862000000008265
1145,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:21:23.487097+00:00,0.34,3.6087418833333333,0.23000000001047738
1146,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:21:33.509773+00:00,0.4,3.4416735333333337,5.040000000008149
1147,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:22:23.624659+00:00,0.31,2.6064174,28.75
1148,D3,DEATH_ZONE,2026-04-29 04:27:04.030141+00:00,0.19,2.932996933333333,47.36099999998987
1149,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:31:04.389871+00:00,0.44,3.9270279666666665,11.563798403352848
1150,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:36:04.875323+00:00,0.47,3.91891365,9.744999999995343
1151,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:36:24.911135+00:00,0.76,3.584997733333333,90.02499999999418
1152,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:37:04.999763+00:00,0.92,2.9168770333333334,121.7549999999901
1153,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:37:25.045714+00:00,0.9,2.5827799,106.8350000000064
1156,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:42:15.518943+00:00,0.93,2.7415424833333333,132.91200000001118
1157,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:42:45.591620+00:00,0.94,2.2403173666666665,123.24199999999837
1158,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:46:15.873402+00:00,0.5,3.735611083333333,21.003544656239683
1159,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:46:25.898252+00:00,0.5,3.5685342666666666,24.583544656226877
1160,D6,DEATH_ZONE,2026-04-29 04:46:45.941201+00:00,0.55,3.2344835,22.73354465623561
1162,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:51:36.428420+00:00,0.72,3.3930195,56.38627999999153
1163,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:52:06.498226+00:00,0.71,2.8918575333333334,59.156279999995604
1164,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:53:06.636457+00:00,0.51,1.8895449500000001,15.116280000002007
1165,D1,DEATH_ZONE,2026-04-29 04:53:26.685061+00:00,0.24,1.5554326,10.648719999997411
1166,NEUTRAL,NEUTRAL_ZONE,2026-04-29 04:56:06.853366+00:00,0.43,3.8859297666666666,9.654999999998836
1168,D2,DEATH_ZONE,2026-04-29 05:03:17.686448+00:00,0.12,1.7053912333333334,33.15401784860296
1169,D2,DEATH_ZONE,2026-04-29 05:03:27.708859+00:00,0.12,1.5383653166666666,33.15401784860296
1170,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:06:57.989915+00:00,0.47,3.0336623166666663,8.67357917674235
1171,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:07:08.012060+00:00,0.4,2.8666279,4.813579176727217
1172,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:07:48.097698+00:00,0.35,2.1985441499999996,15.153579176738276
1173,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:08:08.150064+00:00,0.31,1.8643287499999999,20.453579176741187
1174,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:11:08.395731+00:00,0.43,3.8602388666666667,17.026433591381647
1176,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:31:10.487934+00:00,0.35,3.8253851666666665,1.7013405521283858
1178,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:36:20.992283+00:00,0.41,3.650278833333333,14.239999999990687
1179,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:36:31.015924+00:00,0.47,3.4832286333333333,11.224999999991269
1180,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:36:41.047877+00:00,0.36,3.3160183500000002,12.19999999999709
1181,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:37:01.091886+00:00,0.43,2.9819647,15.955000000001746
1182,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:37:11.116516+00:00,0.36,2.814912366666667,15.955000000001746
1183,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:38:01.251864+00:00,0.47,1.9792980500000001,1.805000000007567
1184,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:41:11.534918+00:00,0.34,3.8079061666666667,1.267566201640875
1186,D1,DEATH_ZONE,2026-04-29 05:43:21.861468+00:00,0.24,1.6358023000000002,6.05243379836611
1188,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:53:12.892535+00:00,0.3,1.78530065,23.506999999983236
1189,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:53:32.947530+00:00,0.3,1.4510602666666663,28.61699999999837
1190,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:58:13.418024+00:00,0.49,1.7765433833333333,0.6556231512804516
1191,NEUTRAL,NEUTRAL_ZONE,2026-04-29 05:58:23.440791+00:00,0.49,1.6094936666666666,0.6556231512804516
1192,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:01:43.702200+00:00,0.29,3.2717959,1.9800364558032015
1193,D1,DEATH_ZONE,2026-04-29 06:02:33.856043+00:00,0.2,2.43597,12.990036455812515
1194,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:07:54.447548+00:00,0.51,2.0927132166666667,21.445000000006985
1195,D1,DEATH_ZONE,2026-04-29 06:13:25.031966+00:00,0.22,1.5829729666666668,11.461261393109453
1196,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:16:15.223837+00:00,0.37,3.7464426833333335,3.6350000000093132
1197,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:16:25.247962+00:00,0.33,3.5794194333333333,4.755000000004657
1198,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:16:35.273894+00:00,0.26,3.412297466666667,14.494999999995343
1201,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:22:56.013191+00:00,0.45,2.0666083833333335,0.19080417368968483
1202,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:26:16.298261+00:00,0.31,3.7285422333333336,14.304999999993015
1203,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:26:36.343483+00:00,0.21,3.39444585,28.839999999996508
1205,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:32:06.921429+00:00,0.6,2.8848523333333334,33.874034536624094
1206,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:32:36.988628+00:00,0.57,2.3836931666666668,30.65403453662293
1208,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:36:27.330021+00:00,0.31,3.544686233333333,2.2050000000017462
1209,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:36:57.398420+00:00,0.39,3.04352355,10.53499999998894
1210,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:37:07.425875+00:00,0.43,2.876463783333333,14.064999999987776
1211,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:37:17.449776+00:00,0.44,2.7093402833333333,15.974999999991269
1212,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:37:27.474314+00:00,0.44,2.5422704666666665,15.974999999991269
1213,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:37:37.502238+00:00,0.4,2.3751475,15.974999999991269
1214,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:37:47.525123+00:00,0.4,2.2081074000000003,15.974999999991269
1215,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:37:57.546082+00:00,0.4,2.041059483333333,15.974999999991269
1216,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:38:07.573315+00:00,0.49,1.8739554666666665,22.57499999999709
1217,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:38:17.593993+00:00,0.52,1.7069265999999998,22.57499999999709
1218,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:38:27.617473+00:00,0.48,1.5398848333333333,22.57499999999709
1219,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:41:07.774794+00:00,0.7,3.8705864333333335,54.146064312400995
1220,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:41:27.821980+00:00,0.72,3.536454483333333,54.146064312400995
1223,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:41:57.892438+00:00,0.54,3.0353037166666668,42.2360643123975
1224,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:42:17.963052+00:00,0.69,2.700775633333333,50.72606431241729
1225,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:42:27.984653+00:00,0.73,2.533753,55.94606431241846
1226,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:42:38.008906+00:00,0.79,2.366716433333333,57.92606431239983
1227,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:42:58.062471+00:00,0.86,2.0325409333333333,64.36606431240216
1228,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:43:08.085201+00:00,0.91,1.8654051166666668,67.90606431241031
1229,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:43:28.132590+00:00,0.81,1.5312854166666667,67.91606431241962
1232,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:51:58.940411+00:00,0.74,3.01782065,20.335000000020955
1233,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:56:19.363292+00:00,0.44,3.677454533333333,14.87105802827864
1234,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:56:29.384351+00:00,0.47,3.5104321,10.11105802829843
1235,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:56:49.431150+00:00,0.41,3.1763264666666666,12.521058028301923
1236,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:57:19.516544+00:00,0.4,2.6748896666666666,16.331058028299594
1237,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:57:29.543384+00:00,0.36,2.5077744666666666,17.941058028285624
1238,NEUTRAL,NEUTRAL_ZONE,2026-04-29 06:57:49.591280+00:00,0.43,2.1736400833333334,17.941058028285624
1239,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:01:09.875267+00:00,0.45,3.835613383333333,15.864993739043712
1240,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:01:19.901009+00:00,0.46,3.668477466666666,15.864993739043712
1241,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:01:29.926421+00:00,0.46,3.50140355,15.864993739043712
1242,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:01:49.973828+00:00,0.4,3.1672942666666666,17.55499373904604
1243,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:02:20.053227+00:00,0.47,2.6660226166666665,15.869993739048368
1244,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:02:30.079630+00:00,0.44,2.4988578,15.864993739043712
1245,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:02:40.102493+00:00,0.45,2.33179205,15.864993739043712
1246,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:02:50.127685+00:00,0.45,2.1647082833333333,15.859993739039055
1247,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:03:00.150970+00:00,0.46,1.9976528500000001,15.864993739043712
1249,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:03:20.200144+00:00,0.3,1.6635139333333333,27.574993739035563
1250,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:03:30.222369+00:00,0.17,1.4964643,27.574993739035563
1251,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:06:00.375838+00:00,0.46,3.9939036333333333,7.3549999999959255
1253,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:11:10.883710+00:00,0.47,3.8187943166666667,15.364489876214066
1254,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:12:41.088111+00:00,0.34,2.3153667500000004,23.174489876211737
1255,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:13:01.134507+00:00,0.33,1.98127775,23.174489876211737
1256,D4,DEATH_ZONE,2026-04-29 07:16:11.391194+00:00,0.65,3.810310916666666,10.78499999998894
1257,D4,DEATH_ZONE,2026-04-29 07:16:21.414330+00:00,0.63,3.6432527833333332,10.78499999998894
1258,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:21:11.981934+00:00,0.46,3.800471133333333,20.542277943211957
1259,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:23:12.295616+00:00,0.4,1.7952621333333334,20.542277943211957
1260,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:23:22.320952+00:00,0.38,1.628183733333333,20.542277943211957
1261,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:23:32.341844+00:00,0.34,1.4611234333333334,20.542277943211957
1262,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:27:42.768271+00:00,0.45,2.287359533333333,17.75461508864828
1263,D2,DEATH_ZONE,2026-04-29 07:27:52.794439+00:00,0.13,2.120295233333333,42.47461508864944
1264,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:28:02.816952+00:00,0.87,1.95321035,58.31961508865061
1269,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:42:04.142282+00:00,0.69,2.9311418,41.92480000000796
1270,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:46:24.568389+00:00,0.11,3.5907882,54.28500000000349
1271,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:51:05.021823+00:00,0.33,3.9164921500000003,5.4595099999860395
1272,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:51:25.080859+00:00,0.26,3.582235416666667,0.25049000000581145
1273,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:56:45.638020+00:00,0.38,3.23954505,3.5
1274,NEUTRAL,NEUTRAL_ZONE,2026-04-29 07:56:55.660204+00:00,0.29,3.0724862666666666,3.5
1276,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:06:06.622982+00:00,0.75,3.889782116666666,31.408179325415404
1278,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:12:17.300774+00:00,0.64,2.7118269666666666,35.978008854566724
1279,D3,DEATH_ZONE,2026-04-29 08:12:27.329045+00:00,0.16,2.5446914,50.90800885455974
1280,D5,DEATH_ZONE,2026-04-29 08:16:17.680315+00:00,0.36,3.7054819,23.157729999991716
1281,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:17:27.852319+00:00,0.29,2.5359705,26.697729999999865
1282,D3,DEATH_ZONE,2026-04-29 08:17:37.875207+00:00,0.22,2.3689348166666666,34.16773000000103
1283,D3,DEATH_ZONE,2026-04-29 08:17:47.899568+00:00,0.21,2.2018577833333333,34.16773000000103
1284,D2,DEATH_ZONE,2026-04-29 08:17:57.921624+00:00,0.11,2.0348200833333334,44.407729999991716
1285,D2,DEATH_ZONE,2026-04-29 08:18:17.972155+00:00,0.14,1.7006444333333337,39.71772999998939
1286,D2,DEATH_ZONE,2026-04-29 08:18:27.996872+00:00,0.11,1.5335721,39.71772999998939
1287,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:22:48.430056+00:00,0.49,2.1929924666666665,20.02499999999418
1290,D6,DEATH_ZONE,2026-04-29 08:26:38.815514+00:00,0.62,3.3532990166666665,28.843905980189447
1291,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:31:09.299312+00:00,0.26,3.845195716666667,10.14564991016232
1293,D3,DEATH_ZONE,2026-04-29 08:37:30.045427+00:00,0.23,2.499400333333333,37.32322601987107
1294,D3,DEATH_ZONE,2026-04-29 08:37:40.068659+00:00,0.22,2.33236745,37.32322601987107
1295,D5,DEATH_ZONE,2026-04-29 08:41:40.428452+00:00,0.37,3.32636165,24.788839708446176
1297,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:47:51.150083+00:00,0.4,2.1476751666666667,14.955000000001746
1299,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:51:21.479436+00:00,0.42,3.6421969,12.13005184585927
1301,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:52:41.675563+00:00,0.29,2.3055783,25.950051845851704
1303,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:53:01.719895+00:00,0.33,1.9715074333333333,21.13005184585927
1304,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:53:21.770954+00:00,0.34,1.6373193666666666,21.13005184585927
1305,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:53:31.794086+00:00,0.34,1.4702637166666668,21.125051845854614
1306,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:56:22.035287+00:00,0.41,3.6329083333333334,17.05999999999767
1307,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:56:42.081744+00:00,0.4,3.2987947666666666,17.06500000000233
1308,NEUTRAL,NEUTRAL_ZONE,2026-04-29 08:57:32.216826+00:00,0.44,2.46322035,15.485000000015134
1309,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:01:22.614404+00:00,0.34,3.6232765000000002,7.951649999988149
1310,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:01:42.668552+00:00,0.45,3.2890658999999998,19.84165000000212
1311,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:01:52.691164+00:00,0.4,3.12198,13.591650000002119
1312,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:02:22.769765+00:00,0.27,2.6206760166666667,26.281650000004447
1313,D1,DEATH_ZONE,2026-04-29 09:03:02.876378+00:00,0.24,1.9522180666666664,7.951649999988149
1314,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:06:23.189944+00:00,0.38,3.613673233333333,9.134999999994761
1315,D1,DEATH_ZONE,2026-04-29 09:07:13.307315+00:00,0.23,2.7783857833333334,2.2550000000192085
1316,D1,DEATH_ZONE,2026-04-29 09:07:23.328837+00:00,0.17,2.61136165,8.275000000008731
1317,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:08:23.483658+00:00,0.09,1.60877155,13.275000000008731
1318,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:11:23.725907+00:00,0.43,3.6047404,14.47599999999511
1319,D5,DEATH_ZONE,2026-04-29 09:11:33.749780+00:00,0.36,3.4376649666666665,21.22599999999511
1320,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:11:43.772557+00:00,0.48,3.2706300500000003,21.22599999999511
1321,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:12:13.839378+00:00,0.53,2.769510766666667,21.22599999999511
1322,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:12:33.892280+00:00,0.35,2.4353241166666666,21.22599999999511
1323,D3,DEATH_ZONE,2026-04-29 09:12:53.940243+00:00,0.23,2.1011848833333335,36.4659999999858
1324,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:16:14.191242+00:00,0.42,3.763647933333333,20.78564207664749
1325,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:16:54.286276+00:00,0.49,3.0954059166666665,19.61564207666379
1326,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:17:04.309939+00:00,0.45,2.928328666666667,21.27564207665273
1327,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:21:24.772414+00:00,0.43,3.5873427666666666,10.038108484921395
1328,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:22:04.876956+00:00,0.47,2.918891016666667,15.388108484898112
1330,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:23:05.040881+00:00,0.32,1.9161467666666667,19.398108484907425
1331,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:23:15.066126+00:00,0.3,1.7490755166666667,20.458108484905097
1333,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:26:25.322520+00:00,0.38,3.5781413666666664,6.092696253195754
1334,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:31:55.957097+00:00,0.4,3.0675841,12.66400215550675
1335,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:32:16.002097+00:00,0.26,2.7334581166666667,23.624002155513153
1336,D2,DEATH_ZONE,2026-04-29 09:32:26.034142+00:00,0.09,2.5663445500000006,46.62400215551315
1337,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:36:06.408502+00:00,0.85,3.893356183333333,71.1137600002694
1338,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:36:16.435394+00:00,0.87,3.7262507833333336,71.1137600002694
1339,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:36:26.461310+00:00,0.81,3.5591559333333334,66.1137600002694
1340,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:36:36.487957+00:00,0.82,3.392045,64.84376000027987
1341,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:36:46.509862+00:00,0.78,3.2250044166666667,49.55876000027638
1342,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:37:36.629075+00:00,0.53,2.3896975166666667,22.123760000278708
1343,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:37:46.659948+00:00,0.27,2.2225420833333334,29.403760000277543
1345,NEUTRAL,NEUTRAL_ZONE,2026-04-29 09:43:07.219446+00:00,0.48,1.8798577666666667,15.484063451032853
1346,NEUTRAL,NEUTRAL_ZONE,2026-04-29 10:01:29.010598+00:00,0.5,3.5167063166666663,13.585000000006403
1347,NEUTRAL,NEUTRAL_ZONE,2026-04-29 10:01:39.038148+00:00,0.47,3.3495565166666665,12.989999999990687
1348,NEUTRAL,NEUTRAL_ZONE,2026-04-29 10:02:29.209921+00:00,0.5,2.5133733,18.02500000000873
1349,D4,DEATH_ZONE,2026-04-29 10:06:19.565980+00:00,0.56,3.6740872999999996,0.4307137525174767
1350,NEUTRAL,NEUTRAL_ZONE,2026-04-29 10:08:09.670923+00:00,0.66,1.83899785,33.89071375250933
1351,NEUTRAL,NEUTRAL_ZONE,2026-04-29 10:08:29.727393+00:00,0.37,1.5047329166666663,25.660713752513402
1352,D5,DEATH_ZONE,2026-04-29 10:11:29.955762+00:00,0.26,3.5009405166666667,21.431118447886547
1353,NEUTRAL,NEUTRAL_ZONE,2026-04-29 10:16:30.511399+00:00,0.38,3.4916509166666665,3.0362363291351357
1354,NEUTRAL,NEUTRAL_ZONE,2026-04-29 10:17:10.624548+00:00,0.27,2.82311325,40.27876367086719
