trade_index,equity
186,2951.697215843094
187,2726.697215843094
188,2501.697215843094
189,2456.697215843094
190,2412.697215843094
191,2368.697215843094
192,2333.697215843094
193,2234.697215843094
194,2140.697215843094
195,2039.697215843094
196,2173.495110579936
197,1847.495110579936
198,2121.676019670845
199,2057.676019670845
200,1780.676019670845
201,1737.676019670845
202,1634.676019670845
203,1605.676019670845
204,1576.676019670845
205,1982.936019670845
206,2255.958722373548
207,2041.958722373548
208,1827.958722373548
209,1921.9001509449765
210,2020.7423731671988
211,2466.3623731671987
212,2232.3623731671987
213,1998.3623731671987
214,2273.340498167199
215,2440.4304981671985
216,2592.2518414507804
217,2729.689667537737
218,2497.689667537737
219,2160.689667537737
220,2387.8349306956316
221,2493.131597362298
222,2603.225883076584
223,2213.225883076584
224,2388.55735848642
225,2606.416644200706
226,2868.120092476568
227,2438.120092476568
228,2195.120092476568
229,2046.120092476568
230,1910.120092476568
231,1774.120092476568
232,1816.8459748295093
233,2372.2564096121177
234,2147.2564096121177
235,1964.2564096121177
236,2090.596885802594
237,2228.8616399009547
238,2338.670730810046
239,2116.670730810046
240,2046.6707308100458
241,2248.6280992310985
242,2650.3380992310986
243,2399.3380992310986
244,2148.3380992310986
245,2183.5622168781574
246,2187.7553747728944
247,1859.7553747728944
248,1717.7553747728944
249,1601.7553747728944
250,1506.7553747728944
251,1430.7553747728944
252,1478.394329996775
253,1620.3961944035545
254,1756.3111944035545
255,1493.3111944035545
256,1230.3111944035545
257,1083.3111944035545
258,936.3111944035545
259,971.9123708741428
260,1013.0723708741427
261,983.0723708741427
262,1054.038085159857
263,1058.3410638832613
264,1128.5710638832613
265,1636.9460638832613
266,1478.9460638832613
267,1555.1060638832614
268,1515.1060638832614
269,1480.1060638832614
270,1445.1060638832614
271,1419.1060638832614
272,1552.8566521185555
273,1480.8566521185555
274,1440.8566521185555
275,1400.8566521185555
276,1569.9172771185556
277,1540.9172771185556
278,1499.9172771185556
279,1583.5590953003739
280,1710.9748095860882
281,1659.9748095860882
282,1514.9748095860882
283,1369.9748095860882
284,1433.6418245114614
285,1466.045395940033
286,1489.8436718021019
287,1633.1306209546442
288,1657.0315300455534
289,1704.295233749257
290,1747.9771849687693
291,1939.5178992544834
292,2306.8778992544835
293,2247.8778992544835
