market_id,yes_price_t0,no_price_t0,clob_spread_t0,yes_depth_t0,no_depth_t0,depth_imbalance_t0,price_velocity_30s,depth_trend_30s,btc_realized_vol_prior_30m,ttr_at_signal,market_hour_utc,day_of_week,label,token_side,oof_prob
0x048105415271dc47efff9ec89f7b38151262f7c8ce953b8382584f7de8d5c96d,0.44999999999999996,0.54,0.010000000000000064,56.43,58.56,-0.01852334985650928,-0.004795297347796963,-1,0.2084107662006798,298.2,14,5,0,NONE,0.3531304895877838
0x04889a18fc34d0a49dfd971ec6d0e7173b1d0d218f572a040a5a1ed388922e06,0.5800000000000001,0.41000000000000003,0.009999999999999898,126.05,337.26,-0.4558718784399214,0.0031970497624791783,1,0.052306038136569526,295.79999999999995,1,4,0,NONE,0.20730137825012207
0x048b11097f889ce63bbbc0261265f34e387f80042803a90aa61487663e24120a,0.495,0.495,0.010000000000000009,100.0,100.0,0.0,-0.007136314475640628,-1,0.21550413279099775,298.2,19,6,0,NONE,0.4649372398853302
0x048e6eaadcbc87ac0355eb1200c932f41363e40700fc09b1b9a7b1c2bddb8075,0.44999999999999996,0.54,0.010000000000000064,142.01,214.69,-0.20375665825623776,-0.007197482608482854,1,0.10504848968540757,296.40000000000003,0,3,1,NO,0.42416098713874817
0x04af90069e385b7f4a98cf1efa442c9ff45587dd40679d16dc7c3900bfb59c8b,0.5900000000000001,0.4,0.009999999999999898,432.47,209.82,0.34665026701334295,-0.002396440327537478,1,0.09640552451614329,294.6,19,3,0,NONE,0.569999635219574
0x04c8124a4f6622a9e7781aaac734100fc95fa99d5a92bc0d731cc832af172a26,0.5700000000000001,0.42000000000000004,0.009999999999999898,7.15,20.15,-0.47619047619047616,-0.003998255641028936,1,0.1953453361689918,298.8,17,2,1,YES,0.7586025595664978
0x04d1a729cc960022e60207b03ef64e65ff8c8bbe32c423f7234c710b419b88ab,0.52,0.47,0.010000000000000009,229.47,37.13,0.7214553638409602,0.00359857597151655,-1,0.1764887442194493,298.8,0,3,0,NONE,0.5723950266838074
0x04e8a6178e43156c0075cb654b2ac8a18fe0072a2983aaf31edfd15166f1e1cb,0.45999999999999996,0.53,0.010000000000000009,28.82,352.07,-0.8486702197484839,0.0011994923268675776,1,0.0665176733720241,298.8,21,0,1,YES,0.5736035704612732
0x0508dd49abcb2b6e120c898e19814037919dafbd8dafcfa696c3d26446144203,0.495,0.495,0.010000000000000009,100.0,100.0,0.0,0.003665293429116585,-1,0.0945672404322076,299.40000000000003,15,2,1,YES,0.6532027721405029
0x050a72949f0e3178347857fa389156e844a3a5a64e02c1be74e23de11886a0c4,0.51,0.48,0.010000000000000009,101.19,131.02,-0.12846130657594423,0.0023990407675395092,1,0.11117034198341237,298.2,21,3,1,NO,0.6673087477684021
