market_id,timestamp,slug,ttr_seconds,spread_pct,spread_blocked_reason,yes_price_t0,no_price_t0,clob_spread_t0,yes_depth_t0,no_depth_t0,depth_imbalance_t0,price_velocity_30s,depth_trend_30s,btc_realized_vol_prior_30m,ttr_at_signal,market_hour_utc,day_of_week,shadow_signal_yes,shadow_prob_yes,shadow_kelly_yes,shadow_tier_yes,shadow_signal_no,shadow_prob_no,shadow_kelly_no,shadow_tier_no,actual_outcome,signal_direction
0xecfd78ee883b06d96dc0debc522c8f5fe5570e6c991c5bf97ae776c3155164ed,2026-06-09T15:06:21.894086+00:00,btc-updown-5m-1781017500,218.1,0.124351,TOO_WIDE,0.01,0.01,0.53,824.36,188.92,0.627113,-0.01466667,0.0,0.577116,218.1,15,1,SKIP,0.341125,0.3326,LOW,SKIP,0.310426,0.3015,LOW,WIN,YES
0xefa5790607d38aec65c6ab4e2df74ded290c4e9e5716735d0c5bae889e511450,2026-06-10T20:16:45.030652+00:00,btc-updown-5m-1781122500,195.0,0.137864,TOO_WIDE,0.01,0.01,0.6,232.6,519.89,-0.38178,-0.01266667,0.0,0.510273,195.0,20,2,SKIP,0.29875,0.2897,LOW,SKIP,0.356572,0.3483,LOW,LOSE,NO
0xefd227309a24aa513e9fc27583f9ee5a1957109f0c5a78bda6793d7a99e90a3a,2026-06-11T03:55:10.559128+00:00,btc-updown-5m-1781150100,289.4,0.270776,TOO_WIDE,0.01,0.01,0.45,180.86,436.05,-0.413647,-0.01766667,0.0,0.711469,289.4,3,3,SKIP,0.331903,0.3233,LOW,SKIP,0.396131,0.3883,LOW,LOSE,NO
0xf06d8cdc3eaba751e3342201554239fa200509c3e4eb366fc3e963115d175658,2026-06-09T19:50:07.570807+00:00,btc-updown-5m-1781034600,292.4,0.176186,TOO_WIDE,0.01,0.01,0.65,373.42,68.15,0.691342,-0.011,0.0,0.640268,292.4,19,1,SKIP,0.346293,0.3378,LOW,SKIP,0.306187,0.2972,LOW,WIN,YES
0xf0fdf47d2954a41c2a6ceaf5ee6b065cc4b8787ab1b71c272b1b32e6ea1b20b6,2026-06-11T03:25:02.284200+00:00,btc-updown-5m-1781148300,297.7,0.195384,TOO_WIDE,0.01,0.01,0.48,203.55,77.43,0.448834,0.0,0.0,0.256497,297.7,3,3,SKIP,0.38872,0.3808,LOW,SKIP,0.337262,0.3287,LOW,LOSE,YES
0xf174bcf539fe550c64f694f89120dfa9244452483bf6dc3915c1221177fdf523,2026-06-08T12:30:19.548938+00:00,btc-updown-5m-1780921800,280.5,0.130089,TOO_WIDE,0.01,0.01,0.52,915.78,221.62,0.610305,-0.01366667,0.0,1.953615,280.5,12,0,SKIP,0.468066,0.4612,LOW,SKIP,0.409156,0.4015,LOW,WIN,YES
0xf2290325ce2eaa058a52d56c711f24294137aacc45d06c1fceee2dfc73d55372,2026-06-11T13:45:21.495553+00:00,btc-updown-5m-1781185500,278.5,0.120248,TOO_WIDE,0.01,0.01,0.54,32.72,41.46,-0.117803,-0.00866667,0.0,0.786275,278.5,13,3,SKIP,0.285346,0.2761,LOW,SKIP,0.354402,0.3461,LOW,LOSE,NO
0xf24c53e24c7e6422dc4216d5b6795585e846f8277a25cf680776f6f4762225a5,2026-06-08T11:11:05.802814+00:00,btc-updown-5m-1780917000,234.2,0.217505,TOO_WIDE,0.01,0.01,0.88,1586.06,55.22,0.932714,-0.00333333,0.0,0.338965,234.2,11,0,SKIP,0.512964,0.5067,LOW,SKIP,0.4224,0.4149,LOW,WIN,YES
0xf74da012445fe06bad7a63df022a93feae0eeb82c7f929bf6b45c988174dca51,2026-06-08T15:38:13.611292+00:00,btc-updown-5m-1780932900,106.4,0.132852,TOO_WIDE,0.01,0.01,0.55,403.24,243.7,0.246606,-0.01033333,0.0,0.570405,106.4,15,0,SKIP,0.522515,0.5163,LOW,SKIP,0.409156,0.4015,LOW,LOSE,YES
0xf814273f02ae23fa31907ae61dbca118b73157baa97650b003d693e4eb91e5d6,2026-06-10T11:14:21.677604+00:00,btc-updown-5m-1781089800,38.3,0.17886,TOO_WIDE,0.495,0.495,0.01,100.0,100.0,0.0,-0.0115,0.0,1.018236,38.3,11,2,SKIP,0.603515,-0.0531,MEDIUM,SKIP,0.603515,-0.0531,MEDIUM,WIN,YES
0xfa99babaf75a9ce5d3211b2870d40f17d4b98af4fd22a0b2456369a6cf20459f,2026-06-08T12:36:42.960892+00:00,btc-updown-5m-1780922100,197.0,0.124883,TOO_WIDE,0.01,0.01,0.91,5680.55,40.18,0.985952,-0.00366667,0.0,0.674833,197.0,12,0,SKIP,0.508579,0.5022,LOW,SKIP,0.418379,0.4109,LOW,WIN,YES
0xfb6c02a915c5a58af33c87c1db98de359700dcf8f4b7b7b8bdd8a4017a6bfd17,2026-06-11T04:30:55.461387+00:00,btc-updown-5m-1781152200,244.5,0.140786,TOO_WIDE,0.01,0.01,0.6,671.89,97.99,0.74545,-0.01233333,0.0,0.277601,244.5,4,3,SKIP,0.366742,0.3586,LOW,SKIP,0.338773,0.3302,LOW,LOSE,YES
0xfdee4a0cce4939d13839ad261c57ca4536561e12605aa7e5b7ca7d3d6df0627f,2026-06-11T16:05:39.803408+00:00,btc-updown-5m-1781193900,260.2,0.144078,TOO_WIDE,0.01,0.01,0.52,385.17,1040.04,-0.459484,-0.016,0.0,0.607535,260.2,16,3,SKIP,0.29875,0.2897,LOW,SKIP,0.356572,0.3483,LOW,LOSE,NO
0xfea9bb810fc0be93aaece921569e792e389fcda554a46bc55b7667ac16b58a73,2026-06-08T15:31:11.114514+00:00,btc-updown-5m-1780932600,228.9,0.122621,TOO_WIDE,0.01,0.01,0.22,17.97,387.02,-0.91128,-0.027,0.0,0.279477,228.9,15,0,SKIP,0.40283,0.3951,LOW,SKIP,0.491428,0.4849,LOW,WIN,NO
0xff10f0256804f09bc738efcd3b6d70c15181781f2869685e07b09a4313bd3ff5,2026-06-11T04:10:09.980686+00:00,btc-updown-5m-1781151000,290.0,0.495039,TOO_WIDE,0.01,0.01,0.37,340.98,172.6,0.327857,-0.01966667,0.0,0.601285,290.0,4,3,SKIP,0.412249,0.4047,LOW,SKIP,0.338773,0.3302,LOW,WIN,YES
